iso3;country;residence_type;service_type;year;uncorrected_coverage;population;service_level;coverage
GTM;Guatemala;urban;Drinking water;2010;301.208;21.202.963.723;Unimproved;0.0301208
GTM;Guatemala;urban;Drinking water;2011;344.453;248.834.205.082;Basic service;0.344453
GTM;Guatemala;urban;Drinking water;2011;0.3037;2.193.939.789;Limited service;0.003037
GTM;Guatemala;urban;Drinking water;2011;6.209.763;448.595.783.697;Safely managed service;0.6209763
GTM;Guatemala;urban;Drinking water;2011;0.24499;176.984.853;Surface water;0.0024499
GTM;Guatemala;urban;Drinking water;2011;290.837;21.010.212.296;Unimproved;0.0290837
GTM;Guatemala;urban;Drinking water;2012;3.396.822;251.801.997.191;Basic service;0.3396822
GTM;Guatemala;urban;Drinking water;2012;0.29908;2.217.075.103;Limited service;0.0029908
GTM;Guatemala;urban;Drinking water;2012;6.269.319;464.736.486.612;Safely managed service;0.6269319
GTM;Guatemala;urban;Drinking water;2012;0.23484;1.740.813.696;Surface water;0.0023484
GTM;Guatemala;urban;Drinking water;2012;280.467;20.790.635.447;Unimproved;0.0280467
GTM;Guatemala;urban;Drinking water;2013;3.348.992;254.693.164.343;Basic service;0.3348992
GTM;Guatemala;urban;Drinking water;2013;0.29446;2.239.370.671;Limited service;0.0029446
GTM;Guatemala;urban;Drinking water;2013;6.328.998;481.324.662.141;Safely managed service;0.6328998
GTM;Guatemala;urban;Drinking water;2013;0.22468;170.869.968;Surface water;0.0022468
GTM;Guatemala;urban;Drinking water;2013;270.096;20.540.992.218;Unimproved;0.0270096
GTM;Guatemala;urban;Drinking water;2014;3.301.041;257.460.007.726;Basic service;0.3301041
GTM;Guatemala;urban;Drinking water;2014;0.28982;2.260.402.314;Limited service;0.0028982
GTM;Guatemala;urban;Drinking water;2014;6.388.799;498.285.336.923;Safely managed service;0.6388799
GTM;Guatemala;urban;Drinking water;2014;0.21452;1.673.129.445;Surface water;0.0021452
GTM;Guatemala;urban;Drinking water;2014;259.725;20.256.912.556;Unimproved;0.0259725
GTM;Guatemala;urban;Drinking water;2015;3.252.969;260.104.538.966;Basic service;0.3252969
GTM;Guatemala;urban;Drinking water;2015;0.28517;2.280.184.332;Limited service;0.0028517
GTM;Guatemala;urban;Drinking water;2015;6.448.724;515.634.325.615;Safely managed service;0.6448724
GTM;Guatemala;urban;Drinking water;2015;0.20436;1.634.075.272;Surface water;0.0020436
GTM;Guatemala;urban;Drinking water;2015;249.355;19.938.185.082;Unimproved;0.0249355
GTM;Guatemala;urban;Drinking water;2016;3.204.774;262.710.394.893;Basic service;0.3204774
GTM;Guatemala;urban;Drinking water;2016;0.28051;2.299.445.693;Limited service;0.0028051
GTM;Guatemala;urban;Drinking water;2016;650.877;53.355.450.552;Safely managed service;0.650877
GTM;Guatemala;urban;Drinking water;2016;0.19421;1.591.999.456;Surface water;0.0019421
GTM;Guatemala;urban;Drinking water;2016;238.984;19.590.643.402;Unimproved;0.0238984
GTM;Guatemala;urban;Drinking water;2017;320.902;269.624.992.739;Basic service;0.320902
GTM;Guatemala;urban;Drinking water;2017;0.27583;2.317.576.467;Limited service;0.0027583
GTM;Guatemala;urban;Drinking water;2017;6.516.378;547.512.418.868;Safely managed service;0.6516378
GTM;Guatemala;urban;Drinking water;2017;0.18405;1.546.393.992;Surface water;0.0018405
GTM;Guatemala;urban;Drinking water;2017;228.613;1.920.831.448;Unimproved;0.0228613
GTM;Guatemala;urban;Drinking water;2018;3.212.767;276.384.322.966;Basic service;0.3212767
GTM;Guatemala;urban;Drinking water;2018;0.27616;2.375.676.709;Limited service;0.0027616
GTM;Guatemala;urban;Drinking water;2018;6.523.986;561.238.224.456;Safely managed service;0.6523986
GTM;Guatemala;urban;Drinking water;2018;0.17389;1.495.929.831;Surface water;0.0017389
GTM;Guatemala;urban;Drinking water;2018;218.243;18.774.737.037;Unimproved;0.0218243
GTM;Guatemala;urban;Drinking water;2019;3.216.513;283.031.566.611;Basic service;0.3216513
GTM;Guatemala;urban;Drinking water;2019;0.27648;2.432.813.506;Limited service;0.0027648
GTM;Guatemala;urban;Drinking water;2019;6.531.594;574.736.422.587;Safely managed service;0.6531594
GTM;Guatemala;urban;Drinking water;2019;0.16373;1.440.743.523;Surface water;0.0016373
GTM;Guatemala;urban;Drinking water;2019;207.872;18.291.338.977;Unimproved;0.0207872
GTM;Guatemala;urban;Drinking water;2020;322.026;289.827.863.307;Basic service;0.322026
GTM;Guatemala;urban;Drinking water;2020;0.2768;2.491.231.205;Limited service;0.002768
GTM;Guatemala;urban;Drinking water;2020;6.539.202;588.537.225.232;Safely managed service;0.6539202
GTM;Guatemala;urban;Drinking water;2020;0.15358;1.382.202.837;Surface water;0.0015358
GTM;Guatemala;urban;Drinking water;2020;197.501;17.775.390.903;Unimproved;0.0197501
GTM;Guatemala;urban;Drinking water;2021;3.224.006;296.594.101.177;Basic service;0.3224006
GTM;Guatemala;urban;Drinking water;2021;0.27712;2.549.390.822;Limited service;0.0027712
GTM;Guatemala;urban;Drinking water;2021;6.546.809;60.227.705.778;Safely managed service;0.6546809
GTM;Guatemala;urban;Drinking water;2021;0.14342;131.938.215;Surface water;0.0014342
GTM;Guatemala;urban;Drinking water;2021;187.131;1.721.517.601;Unimproved;0.0187131
GTM;Guatemala;urban;Drinking water;2022;3.227.753;303.333.642.636;Basic service;0.3227753
GTM;Guatemala;urban;Drinking water;2022;0.27744;260.732.097;Limited service;0.0027744
GTM;Guatemala;urban;Drinking water;2022;6.554.417;615.962.679.933;Safely managed service;0.6554417
GTM;Guatemala;urban;Drinking water;2022;0.13326;1.252.338.454;Surface water;0.0013326
GTM;Guatemala;urban;Drinking water;2022;17.676;16.611.320.146;Unimproved;0.0017676
HND;Honduras;urban;Drinking water;2000;499.275;151.081.307.521;Basic service;0.499275
HND;Honduras;urban;Drinking water;2000;0.12552;379.839.863;Limited service;0.0012552
HND;Honduras;urban;Drinking water;2000;458.841;138.845.934.386;Safely managed service;0.458841
HND;Honduras;urban;Drinking water;2000;0.05393;163.178.935;Surface water;0.0005393
HND;Honduras;urban;Drinking water;2000;400.895;12.131.133.901;Unimproved;0.0400895
HND;Honduras;urban;Drinking water;2001;5.002.644;157.230.835.659;Basic service;0.5002644
HND;Honduras;urban;Drinking water;2001;0.12577;395.300.634;Limited service;0.0012577
HND;Honduras;urban;Drinking water;2001;4.597.503;144.497.435.187;Safely managed service;0.4597503
HND;Honduras;urban;Drinking water;2001;0.05302;166.650.943;Surface water;0.0005302
HND;Honduras;urban;Drinking water;2001;381.973;12.005.228.085;Unimproved;0.0381973
HND;Honduras;urban;Drinking water;2002;5.012.539;164.009.223.055;Basic service;0.5012539
HND;Honduras;urban;Drinking water;2002;0.12602;412.342.478;Limited service;0.0012602
HND;Honduras;urban;Drinking water;2002;4.606.596;150.726.877.865;Safely managed service;0.4606596
HND;Honduras;urban;Drinking water;2002;0.05212;170.541.913;Surface water;0.0005212
HND;Honduras;urban;Drinking water;2002;363.051;11.878.939.098;Unimproved;0.0363051
HND;Honduras;urban;Drinking water;2003;4.786.909;162.951.808.072;Basic service;0.4786909
HND;Honduras;urban;Drinking water;2003;0.15942;542.691.231;Limited service;0.0015942
HND;Honduras;urban;Drinking water;2003;4.847.898;165.027.927.284;Safely managed service;0.4847898
HND;Honduras;urban;Drinking water;2003;0.05122;174.359.434;Surface water;0.0005122
HND;Honduras;urban;Drinking water;2003;344.128;11.714.520.213;Unimproved;0.0344128
HND;Honduras;urban;Drinking water;2004;4.560.352;161.374.688.849;Basic service;0.4560352
HND;Honduras;urban;Drinking water;2004;0.19295;682.791.235;Limited service;0.0019295
HND;Honduras;urban;Drinking water;2004;5.090.115;180.121.113.923;Safely managed service;0.5090115
HND;Honduras;urban;Drinking water;2004;0.05032;178.059.366;Surface water;0.0005032
HND;Honduras;urban;Drinking water;2004;325.206;1.150.789.733;Unimproved;0.0325206
HND;Honduras;urban;Drinking water;2005;4.332.867;159.244.431.827;Basic service;0.4332867
HND;Honduras;urban;Drinking water;2005;0.22661;832.866.367;Limited service;0.0022661
HND;Honduras;urban;Drinking water;2005;5.333.246;196.011.054.851;Safely managed service;0.5333246
HND;Honduras;urban;Drinking water;2005;0.04942;181.619.923;Surface water;0.0004942
HND;Honduras;urban;Drinking water;2005;306.284;11.256.760.785;Unimproved;0.0306284
HND;Honduras;urban;Drinking water;2006;4.104.453;15.654.892.932;Basic service;0.4104453
HND;Honduras;urban;Drinking water;2006;0.26041;993.219.012;Limited service;0.0026041
HND;Honduras;urban;Drinking water;2006;5.577.293;212.724.848.628;Safely managed service;0.5577293
HND;Honduras;urban;Drinking water;2006;0.04852;185.042.509;Surface water;0.0004852
HND;Honduras;urban;Drinking water;2006;287.362;10.960.342.384;Unimproved;0.0287362
HND;Honduras;urban;Drinking water;2007;3.875.112;153.249.153.696;Basic service;0.3875112
HND;Honduras;urban;Drinking water;2007;0.29433;1.163.979.368;Limited service;0.0029433
HND;Honduras;urban;Drinking water;2007;5.822.254;230.252.846.057;Safely managed service;0.5822254
HND;Honduras;urban;Drinking water;2007;0.04761;188.296.691;Surface water;0.0004761
HND;Honduras;urban;Drinking water;2007;26.844;10.615.998.616;Unimproved;0.026844
HND;Honduras;urban;Drinking water;2008;3.644.843;149.319.885.853;Basic service;0.3644843
HND;Honduras;urban;Drinking water;2008;0.32838;1.345.292.503;Limited service;0.0032838
HND;Honduras;urban;Drinking water;2008;606.813;248.595.799.065;Safely managed service;0.606813
HND;Honduras;urban;Drinking water;2008;0.04671;191.365.673;Surface water;0.0004671
HND;Honduras;urban;Drinking water;2008;249.518;10.222.103.435;Unimproved;0.0249518
HND;Honduras;urban;Drinking water;2009;3.413.645;144.740.193.848;Basic service;0.3413645
HND;Honduras;urban;Drinking water;2009;0.36256;1.537.290.665;Limited service;0.0036256
HND;Honduras;urban;Drinking water;2009;6.314.922;267.755.708.969;Safely managed service;0.6314922
HND;Honduras;urban;Drinking water;2009;0.04581;194.236.296;Surface water;0.0004581
HND;Honduras;urban;Drinking water;2009;230.596;9.777.363.251;Unimproved;0.0230596
HND;Honduras;urban;Drinking water;2010;318.152;139.502.242.591;Basic service;0.318152
HND;Honduras;urban;Drinking water;2010;0.39688;1.740.220.406;Limited service;0.0039688
HND;Honduras;urban;Drinking water;2010;6.562.628;287.755.937.891;Safely managed service;0.6562628
HND;Honduras;urban;Drinking water;2010;0.04491;196.912.048;Surface water;0.0004491
HND;Honduras;urban;Drinking water;2010;211.673;9.281.387.128;Unimproved;0.0211673
HND;Honduras;urban;Drinking water;2011;2.948.467;133.580.955.094;Basic service;0.2948467
HND;Honduras;urban;Drinking water;2011;0.43132;1.954.120.678;Limited service;0.0043132
HND;Honduras;urban;Drinking water;2011;6.811.249;308.585.162.223;Safely managed service;0.6811249
HND;Honduras;urban;Drinking water;2011;0.04401;199.372.422;Surface water;0.0004401
HND;Honduras;urban;Drinking water;2011;192.751;8.732.641.008;Unimproved;0.0192751
HND;Honduras;urban;Drinking water;2012;2.714.486;126.975.897.742;Basic service;0.2714486
HND;Honduras;urban;Drinking water;2012;0.4659;2.179.342.296;Limited service;0.004659
HND;Honduras;urban;Drinking water;2012;7.060.785;33.028.339.191;Safely managed service;0.7060785
HND;Honduras;urban;Drinking water;2012;0.0431;201.631.877;Surface water;0.000431
HND;Honduras;urban;Drinking water;2012;173.829;8.131.232.695;Unimproved;0.0173829
HND;Honduras;urban;Drinking water;2013;2.479.576;11.966.511.779;Basic service;0.2479576
HND;Honduras;urban;Drinking water;2013;0.5006;2.415.934.801;Limited service;0.005006
HND;Honduras;urban;Drinking water;2013;7.311.236;352.842.467.241;Safely managed service;0.7311236
HND;Honduras;urban;Drinking water;2013;0.0422;203.673.275;Surface water;0.000422
HND;Honduras;urban;Drinking water;2013;154.907;7.475.860.047;Unimproved;0.0154907
HND;Honduras;urban;Drinking water;2014;2.243.739;111.647.436.386;Basic service;0.2243739
HND;Honduras;urban;Drinking water;2014;0.53544;2.664.332.925;Limited service;0.0053544
HND;Honduras;urban;Drinking water;2014;7.562.602;376.311.575.421;Safely managed service;0.7562602
HND;Honduras;urban;Drinking water;2014;0.0413;205.513.608;Surface water;0.000413
HND;Honduras;urban;Drinking water;2014;135.985;6.766.545.102;Unimproved;0.0135985
HND;Honduras;urban;Drinking water;2015;2.073.296;106.304.384.407;Basic service;0.2073296
HND;Honduras;urban;Drinking water;2015;0.57041;2.924.665.359;Limited service;0.0057041
HND;Honduras;urban;Drinking water;2015;7.748.561;397.292.989.231;Safely managed service;0.7748561
HND;Honduras;urban;Drinking water;2015;0.0404;207.141.578;Surface water;0.000404
HND;Honduras;urban;Drinking water;2015;117.063;6.002.173.711;Unimproved;0.0117063
HND;Honduras;urban;Drinking water;2016;2.073.886;109.508.559.189;Basic service;0.2073886
HND;Honduras;urban;Drinking water;2016;0.60551;3.197.291.309;Limited service;0.0060551
HND;Honduras;urban;Drinking water;2016;7.763.473;409.938.968.823;Safely managed service;0.7763473
HND;Honduras;urban;Drinking water;2016;0.0395;208.563.037;Surface water;0.000395
HND;Honduras;urban;Drinking water;2016;0.98141;5.182.172.623;Unimproved;0.0098141
HND;Honduras;urban;Drinking water;2017;2.074.463;112.747.618.205;Basic service;0.2074463
HND;Honduras;urban;Drinking water;2017;0.64074;3.482.413.622;Limited service;0.0064074
HND;Honduras;urban;Drinking water;2017;7.778.385;422.757.302.775;Safely managed service;0.7778385
HND;Honduras;urban;Drinking water;2017;0.0386;209.771.368;Surface water;0.000386
HND;Honduras;urban;Drinking water;2017;0.79218;4.305.544.361;Unimproved;0.0079218
HND;Honduras;urban;Drinking water;2018;2.075.027;116.021.518.499;Basic service;0.2075027
HND;Honduras;urban;Drinking water;2018;0.67609;3.780.264.393;Limited service;0.0067609
HND;Honduras;urban;Drinking water;2018;7.793.298;435.748.641.922;Safely managed service;0.7793298
HND;Honduras;urban;Drinking water;2018;0.03769;210.762.127;Surface water;0.0003769
HND;Honduras;urban;Drinking water;2018;0.60296;3.371.363.598;Unimproved;0.0060296
HND;Honduras;urban;Drinking water;2019;2.075.578;119.329.790.343;Basic service;0.2075578
HND;Honduras;urban;Drinking water;2019;0.71158;4.091.062.975;Limited service;0.0071158
HND;Honduras;urban;Drinking water;2019;780.821;448.912.113.904;Safely managed service;0.780821
HND;Honduras;urban;Drinking water;2019;0.03679;211.530.156;Surface water;0.0003679
HND;Honduras;urban;Drinking water;2019;0.41374;2.378.697.694;Unimproved;0.0041374
HND;Honduras;urban;Drinking water;2020;2.076.116;122.635.319.417;Basic service;0.2076116
HND;Honduras;urban;Drinking water;2020;0.7472;4.413.707.512;Limited service;0.007472
HND;Honduras;urban;Drinking water;2020;7.823.123;462.108.677.787;Safely managed service;0.7823123
HND;Honduras;urban;Drinking water;2020;0.03589;212.006.987;Surface water;0.0003589
HND;Honduras;urban;Drinking water;2020;0.22452;1.326.233.024;Unimproved;0.0022452
HND;Honduras;urban;Drinking water;2021;2.076.641;125.893.715.565;Basic service;0.2076641
HND;Honduras;urban;Drinking water;2021;0.78296;4.746.569.463;Limited service;0.0078296
HND;Honduras;urban;Drinking water;2021;7.838.035;475.170.950.637;Safely managed service;0.7838035
HND;Honduras;urban;Drinking water;2021;0.03499;212.118.419;Surface water;0.0003499
HND;Honduras;urban;Drinking water;2021;0.0353;213.995.854;Unimproved;0.000353
HND;Honduras;urban;Drinking water;2022;2.078.101;129.216.019.767;Basic service;0.2078101
HND;Honduras;urban;Drinking water;2022;0.78351;4.871.830.301;Limited service;0.0078351
HND;Honduras;urban;Drinking water;2022;7.843.548;48.771.059.889;Safely managed service;0.7843548
HND;Honduras;urban;Drinking water;2022;0;0;Surface water;0
HND;Honduras;urban;Drinking water;2022;0;0;Unimproved;0
MEX;Mexico;urban;Drinking water;2000;9.553.436;6.986.713.803.857;At least basic;0.9553436
MEX;Mexico;urban;Drinking water;2000;0.27174;19.873.484.184;Limited service;0.0027174
MEX;Mexico;urban;Drinking water;2000;0.32506;23.772.747.196;Surface water;0.0032506
MEX;Mexico;urban;Drinking water;2000;386.883;282.939.164.764;Unimproved;0.0386883
MEX;Mexico;urban;Drinking water;2001;9.578.382;7.144.558.028.402;At least basic;0.9578382
MEX;Mexico;urban;Drinking water;2001;0.23797;17.750.588.188;Limited service;0.0023797
MEX;Mexico;urban;Drinking water;2001;0.32506;2.424.651.057;Surface water;0.0032506
MEX;Mexico;urban;Drinking water;2001;365.314;27.248.967.284;Unimproved;0.0365314
MEX;Mexico;urban;Drinking water;2002;9.603.343;730.393.399.593;At least basic;0.9603343
MEX;Mexico;urban;Drinking water;2002;0.20405;15.519.192.614;Limited service;0.0020405
MEX;Mexico;urban;Drinking water;2002;0.32506;24.722.957.654;Surface water;0.0032506
MEX;Mexico;urban;Drinking water;2002;343.746;261.439.853.802;Unimproved;0.0343746
MEX;Mexico;urban;Drinking water;2003;962.832;7.463.928.870.899;At least basic;0.962832
MEX;Mexico;urban;Drinking water;2003;0.16997;13.176.154.476;Limited service;0.0016997
MEX;Mexico;urban;Drinking water;2003;0.30673;23.777.621.909;Surface water;0.0030673
MEX;Mexico;urban;Drinking water;2003;324.011;251.174.952.716;Unimproved;0.0324011
MEX;Mexico;urban;Drinking water;2004;9.653.312;7.625.701.530.469;At least basic;0.9653312
MEX;Mexico;urban;Drinking water;2004;0.13574;1.072.255.761;Limited service;0.0013574
MEX;Mexico;urban;Drinking water;2004;0.28839;22.781.674.454;Surface water;0.0028839
MEX;Mexico;urban;Drinking water;2004;304.276;240.364.637.467;Unimproved;0.0304276
MEX;Mexico;urban;Drinking water;2005;9.678.319;778.727.160.147;At least basic;0.9678319
MEX;Mexico;urban;Drinking water;2005;0.10135;8.154.535.434;Limited service;0.0010135
MEX;Mexico;urban;Drinking water;2005;0.27006;21.728.975.875;Surface water;0.0027006
MEX;Mexico;urban;Drinking water;2005;28.454;228.944.087.221;Unimproved;0.028454
MEX;Mexico;urban;Drinking water;2006;9.703.342;7.946.298.144.715;At least basic;0.9703342
MEX;Mexico;urban;Drinking water;2006;0.0668;5.470.817.046;Limited service;0.000668
MEX;Mexico;urban;Drinking water;2006;0.25172;20.614.012.034;Surface water;0.0025172
MEX;Mexico;urban;Drinking water;2006;264.805;216.855.426.205;Unimproved;0.0264805
MEX;Mexico;urban;Drinking water;2007;972.838;8.104.387.633.018;At least basic;0.972838
MEX;Mexico;urban;Drinking water;2007;0.03211;2.674.790.129;Limited service;0.0003211
MEX;Mexico;urban;Drinking water;2007;0.23339;19.442.560.818;Surface water;0.0023339
MEX;Mexico;urban;Drinking water;2007;24.507;204.159.816.035;Unimproved;0.024507
MEX;Mexico;urban;Drinking water;2008;975.316;826.098.099.636;At least basic;0.975316
MEX;Mexico;urban;Drinking water;2008;0;0;Limited service;0
MEX;Mexico;urban;Drinking water;2008;0.21505;18.214.871.045;Surface water;0.0021505
MEX;Mexico;urban;Drinking water;2008;225.335;190.860.132.595;Unimproved;0.0225335
MEX;Mexico;urban;Drinking water;2009;9.774.728;84.146.258.315;At least basic;0.9774728
MEX;Mexico;urban;Drinking water;2009;0;0;Limited service;0
MEX;Mexico;urban;Drinking water;2009;0.19671;16.934.304.744;Surface water;0.0019671
MEX;Mexico;urban;Drinking water;2009;2.056;176.991.863.757;Unimproved;0.02056
MEX;Mexico;urban;Drinking water;2010;9.796.297;8.578.332.107.318;At least basic;0.9796297
MEX;Mexico;urban;Drinking water;2010;0;0;Limited service;0
MEX;Mexico;urban;Drinking water;2010;0.17838;15.620.184.079;Surface water;0.0017838
MEX;Mexico;urban;Drinking water;2010;185.865;162.756.508.603;Unimproved;0.0185865
MEX;Mexico;urban;Drinking water;2011;9.817.866;8.754.009.664.517;At least basic;0.9817866
MEX;Mexico;urban;Drinking water;2011;0;0;Limited service;0
MEX;Mexico;urban;Drinking water;2011;0.16004;14.270.206.441;Surface water;0.0016004
MEX;Mexico;urban;Drinking water;2011;16.613;148.128.129.042;Unimproved;0.016613
MEX;Mexico;urban;Drinking water;2012;9.839.434;8.930.114.785.132;At least basic;0.9839434
MEX;Mexico;urban;Drinking water;2012;0;0;Limited service;0
MEX;Mexico;urban;Drinking water;2012;0.14171;12.861.289.829;Surface water;0.0014171
MEX;Mexico;urban;Drinking water;2012;146.395;132.865.525.039;Unimproved;0.0146395
MEX;Mexico;urban;Drinking water;2013;9.861.003;9.102.355.819.822;At least basic;0.9861003
MEX;Mexico;urban;Drinking water;2013;0;0;Limited service;0
MEX;Mexico;urban;Drinking water;2013;0.12337;11.388.213.086;Surface water;0.0012337
MEX;Mexico;urban;Drinking water;2013;12.666;116.915.167.092;Unimproved;0.012666
MEX;Mexico;urban;Drinking water;2014;9.882.572;9.270.725.827.905;At least basic;0.9882572
MEX;Mexico;urban;Drinking water;2014;0;0;Limited service;0
MEX;Mexico;urban;Drinking water;2014;0.10504;9.853.539.651;Surface water;0.0010504
MEX;Mexico;urban;Drinking water;2014;106.924;100.304.632.444;Unimproved;0.0106924
MEX;Mexico;urban;Drinking water;2015;990.414;9.434.768.024.723;At least basic;0.990414
MEX;Mexico;urban;Drinking water;2015;0;0;Limited service;0
MEX;Mexico;urban;Drinking water;2015;0.0867;8.259.421.967;Surface water;0.000867
MEX;Mexico;urban;Drinking water;2015;0.87189;8.305.735.331;Unimproved;0.0087189
MEX;Mexico;urban;Drinking water;2016;9.925.709;9.598.294.724.635;At least basic;0.9925709
MEX;Mexico;urban;Drinking water;2016;0;0;Limited service;0
MEX;Mexico;urban;Drinking water;2016;0.06837;661.127.183;Surface water;0.0006837
MEX;Mexico;urban;Drinking water;2016;0.67454;65.229.203.535;Unimproved;0.0067454
MEX;Mexico;urban;Drinking water;2017;9.947.278;9.759.078.251.523;At least basic;0.9947278
MEX;Mexico;urban;Drinking water;2017;0;0;Limited service;0
MEX;Mexico;urban;Drinking water;2017;0.05003;4.908.605.296;Surface water;0.0005003
MEX;Mexico;urban;Drinking water;2017;0.47719;46.816.343.181;Unimproved;0.0047719
MEX;Mexico;urban;Drinking water;2018;9.968.846;9.909.486.900.827;At least basic;0.9968846
MEX;Mexico;urban;Drinking water;2018;0;0;Limited service;0
MEX;Mexico;urban;Drinking water;2018;0.0317;3.150.863.233;Surface water;0.000317
MEX;Mexico;urban;Drinking water;2018;0.27984;2.781.743.594;Unimproved;0.0027984
MEX;Mexico;urban;Drinking water;2019;9.990.415;10.052.718.256.252;At least basic;0.9990415
MEX;Mexico;urban;Drinking water;2019;0;0;Limited service;0
MEX;Mexico;urban;Drinking water;2019;0.01336;1.344.542.293;Surface water;0.0001336
MEX;Mexico;urban;Drinking water;2019;0.08249;8.300.401.455;Unimproved;0.0008249
MEX;Mexico;urban;Drinking water;2020;100;101719688;At least basic;1
MEX;Mexico;urban;Drinking water;2020;0;0;Limited service;0
MEX;Mexico;urban;Drinking water;2020;0;0;Surface water;0
MEX;Mexico;urban;Drinking water;2020;0;0;Unimproved;0
MEX;Mexico;urban;Drinking water;2021;100;102651432;At least basic;1
MEX;Mexico;urban;Drinking water;2021;0;0;Limited service;0
MEX;Mexico;urban;Drinking water;2021;0;0;Surface water;0
MEX;Mexico;urban;Drinking water;2021;0;0;Unimproved;0
MEX;Mexico;urban;Drinking water;2022;100;103660856;At least basic;1
MEX;Mexico;urban;Drinking water;2022;0;0;Limited service;0
MEX;Mexico;urban;Drinking water;2022;0;0;Surface water;0
MEX;Mexico;urban;Drinking water;2022;0;0;Unimproved;0
NIC;Nicaragua;urban;Drinking water;2000;2.918.917;82.525.075.829;Basic service;0.2918917
NIC;Nicaragua;urban;Drinking water;2000;0.20578;581.789.036;Limited service;0.0020578
NIC;Nicaragua;urban;Drinking water;2000;6.548.944;185.155.029.324;Safely managed service;0.6548944
NIC;Nicaragua;urban;Drinking water;2000;0.37003;1.046.162.934;Surface water;0.0037003
NIC;Nicaragua;urban;Drinking water;2000;474.559;13.416.973.891;Unimproved;0.0474559
NIC;Nicaragua;urban;Drinking water;2001;2.924.697;84.038.703.468;Basic service;0.2924697
NIC;Nicaragua;urban;Drinking water;2001;0.1989;571.521.512;Limited service;0.001989
NIC;Nicaragua;urban;Drinking water;2001;6.560.289;188.504.392.704;Safely managed service;0.6560289
NIC;Nicaragua;urban;Drinking water;2001;0.36199;1.040.160.281;Surface water;0.0036199
NIC;Nicaragua;urban;Drinking water;2001;458.924;13.186.800.888;Unimproved;0.0458924
NIC;Nicaragua;urban;Drinking water;2002;293.048;85.508.681.152;Basic service;0.293048
NIC;Nicaragua;urban;Drinking water;2002;0.192;560.224.274;Limited service;0.00192
NIC;Nicaragua;urban;Drinking water;2002;6.571.635;191.754.202.847;Safely managed service;0.6571635
NIC;Nicaragua;urban;Drinking water;2002;0.35396;1.032.823.199;Surface water;0.0035396
NIC;Nicaragua;urban;Drinking water;2002;443.289;12.934.770.036;Unimproved;0.0443289
NIC;Nicaragua;urban;Drinking water;2003;2.936.265;86.953.954.956;Basic service;0.2936265
NIC;Nicaragua;urban;Drinking water;2003;0.18507;548.049.954;Limited service;0.0018507
NIC;Nicaragua;urban;Drinking water;2003;6.582.981;194.947.034.725;Safely managed service;0.6582981
NIC;Nicaragua;urban;Drinking water;2003;0.34593;1.024.418.762;Surface water;0.0034593
NIC;Nicaragua;urban;Drinking water;2003;427.654;12.664.469.507;Unimproved;0.0427654
NIC;Nicaragua;urban;Drinking water;2004;2.942.053;88.395.259.888;Basic service;0.2942053
NIC;Nicaragua;urban;Drinking water;2004;0.17811;535.142.983;Limited service;0.0017811
NIC;Nicaragua;urban;Drinking water;2004;6.594.327;198.129.381.034;Safely managed service;0.6594327
NIC;Nicaragua;urban;Drinking water;2004;0.33789;1.015.211.534;Surface water;0.0033789
NIC;Nicaragua;urban;Drinking water;2004;41.202;12.379.303.788;Unimproved;0.041202
NIC;Nicaragua;urban;Drinking water;2005;2.947.844;89.940.908.647;Basic service;0.2947844
NIC;Nicaragua;urban;Drinking water;2005;0.17113;522.135.671;Limited service;0.0017113
NIC;Nicaragua;urban;Drinking water;2005;6.605.672;201.543.974.467;Safely managed service;0.6605672
NIC;Nicaragua;urban;Drinking water;2005;0.32986;1.006.421.577;Surface water;0.0032986
NIC;Nicaragua;urban;Drinking water;2005;396.385;12.093.989.517;Unimproved;0.0396385
NIC;Nicaragua;urban;Drinking water;2006;2.953.637;91.680.698.394;Basic service;0.2953637
NIC;Nicaragua;urban;Drinking water;2006;0.16413;509.449.726;Limited service;0.0016413
NIC;Nicaragua;urban;Drinking water;2006;6.617.018;205.391.815.062;Safely managed service;0.6617018
NIC;Nicaragua;urban;Drinking water;2006;0.32182;998.939.728;Surface water;0.0032182
NIC;Nicaragua;urban;Drinking water;2006;38.075;11.818.446.917;Unimproved;0.038075
NIC;Nicaragua;urban;Drinking water;2007;2.959.432;93.475.625.933;Basic service;0.2959432
NIC;Nicaragua;urban;Drinking water;2007;0.1571;496.203.147;Limited service;0.001571
NIC;Nicaragua;urban;Drinking water;2007;6.628.364;209.361.250.567;Safely managed service;0.6628364
NIC;Nicaragua;urban;Drinking water;2007;0.31379;991.126.357;Surface water;0.0031379
NIC;Nicaragua;urban;Drinking water;2007;365.115;11.532.393.037;Unimproved;0.0365115
NIC;Nicaragua;urban;Drinking water;2008;296.523;9.533.207.632;Basic service;0.296523
NIC;Nicaragua;urban;Drinking water;2008;0.15004;482.387.804;Limited service;0.0015004
NIC;Nicaragua;urban;Drinking water;2008;663.971;213.466.488.324;Safely managed service;0.663971
NIC;Nicaragua;urban;Drinking water;2008;0.30576;983.004.446;Surface water;0.0030576
NIC;Nicaragua;urban;Drinking water;2008;34.948;11.235.770.582;Unimproved;0.034948
NIC;Nicaragua;urban;Drinking water;2009;2.971.031;97.246.725.976;Basic service;0.2971031
NIC;Nicaragua;urban;Drinking water;2009;0.14296;467.942.521;Limited service;0.0014296
